Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Category,Outlet_Age
NCW17,18,Low Fat,0.019465205,Health and Hygiene,128,OUT018,2009,Medium,Tier 3,Supermarket Type2,2441,Non-Consumable,16
FDN38,6,Regular,0.091895319,Canned,248,OUT013,1987,High,Tier 3,Supermarket Type1,3504,Food,38
FDQ11,12,Regular,0.118535581,Breads,256,OUT019,1985,Small,Tier 1,Grocery Store,256,Food,40
FDG34,11,Regular,0.037646623,Snack Foods,107,OUT045,2002,Medium,Tier 2,Supermarket Type1,325,Food,23
NCN14,19,Low Fat,0.092060694,Others,183,OUT049,1999,Medium,Tier 1,Supermarket Type1,4777,Non-Consumable,26
FDY46,12,Low Fat,0.04765803,Snack Foods,188,OUT027,1985,Medium,Tier 3,Supermarket Type3,5238,Food,40
FDS11,7,Regular,0.05587277,Breads,222,OUT017,2007,Medium,Tier 2,Supermarket Type1,4026,Food,18
NCA53,12,Low Fat,0.017295906,Health and Hygiene,47,OUT019,1985,Small,Tier 1,Grocery Store,145,Non-Consumable,40
NCN30,16,Low Fat,0.02844314,Household,98,OUT010,1998,Medium,Tier 3,Grocery Store,386,Non-Consumable,27
FDW32,18,Regular,0.094296835,Fruits and Vegetables,84,OUT046,1997,Small,Tier 1,Supermarket Type1,1116,Food,28
NCR42,9,Low Fat,0.064410783,Household,33,OUT010,1998,Medium,Tier 3,Grocery Store,33,Non-Consumable,27
FDU33,7,Regular,0.134684292,Snack Foods,47,OUT035,2004,Small,Tier 2,Supermarket Type1,1470,Food,21
FDN15,12,Low Fat,0.029299175,Meat,140,OUT019,1985,Small,Tier 1,Grocery Store,139,Food,40
FDD51,12,Low Fat,0.210021713,Dairy,44,OUT019,1985,Small,Tier 1,Grocery Store,90,Food,40
FDF14,7,Low Fat,0.027224917,Canned,152,OUT045,2002,Medium,Tier 2,Supermarket Type1,2450,Food,23
NCN19,12,Low Fat,0.021184746,Others,189,OUT019,1985,Small,Tier 1,Grocery Store,379,Non-Consumable,40
NCO43,5,Low Fat,0.047059016,Others,100,OUT013,1987,High,Tier 3,Supermarket Type1,2125,Non-Consumable,38
FDT19,7,Regular,0.14526636,Fruits and Vegetables,172,OUT049,1999,Medium,Tier 1,Supermarket Type1,6231,Food,26
DRK12,9,Low Fat,0.041851461,Soft Drinks,31,OUT013,1987,High,Tier 3,Supermarket Type1,466,Drinks,38
DRM49,6,Regular,0.152262171,Soft Drinks,44,OUT045,2002,Medium,Tier 2,Supermarket Type1,1159,Drinks,23
FDX43,5,Low Fat,0.085757338,Fruits and Vegetables,164,OUT017,2007,Medium,Tier 2,Supermarket Type1,1498,Food,18
FDS14,7,Low Fat,0.049954435,Dairy,156,OUT035,2004,Small,Tier 2,Supermarket Type1,2356,Food,21
NCK07,10,Low Fat,0.048762383,Others,165,OUT049,1999,Medium,Tier 1,Supermarket Type1,3946,Non-Consumable,26
FDO19,17,Regular,0.06613202877895108,Fruits and Vegetables,46,OUT017,2007,Medium,Tier 2,Supermarket Type1,923,Food,18
FDH32,12,Low Fat,0.075996742,Fruits and Vegetables,97,OUT013,1987,High,Tier 3,Supermarket Type1,2799,Food,38
NCZ41,19,Low Fat,0.06613202877895108,Health and Hygiene,126,OUT018,2009,Medium,Tier 3,Supermarket Type2,1877,Non-Consumable,16
FDL32,15,Regular,0.204984538,Fruits and Vegetables,111,OUT010,1998,Medium,Tier 3,Grocery Store,223,Food,27
FDC44,15,Low Fat,0.173573164,Fruits and Vegetables,114,OUT017,2007,Medium,Tier 2,Supermarket Type1,2390,Food,18
FDQ59,9,Regular,0.056339618,Breads,84,OUT013,1987,High,Tier 3,Supermarket Type1,755,Food,38
NCO54,19,Low Fat,0.014262413,Household,57,OUT013,1987,High,Tier 3,Supermarket Type1,331,Non-Consumable,38
DRH36,16,Low Fat,0.03338006,Soft Drinks,74,OUT046,1997,Small,Tier 1,Supermarket Type1,1416,Drinks,28
FDY35,17,Regular,0.016024651,Breads,44,OUT035,2004,Small,Tier 2,Supermarket Type1,597,Food,21
FDA46,13,Low Fat,0.11830085,Snack Foods,196,OUT017,2007,Medium,Tier 2,Supermarket Type1,1944,Food,18
NCL18,18,Low Fat,0.167552202,Household,193,OUT035,2004,Small,Tier 2,Supermarket Type1,2332,Non-Consumable,21
FDL57,15,Regular,0.067181098,Snack Foods,258,OUT049,1999,Medium,Tier 1,Supermarket Type1,5424,Food,26
NCP50,17,Low Fat,0.06613202877895108,Others,79,OUT018,2009,Medium,Tier 3,Supermarket Type2,966,Non-Consumable,16
FDZ25,12,Regular,0.06613202877895108,Canned,169,OUT019,1985,Small,Tier 1,Grocery Store,339,Food,40
FDH24,20,Low Fat,0.021431134,Baking Goods,157,OUT046,1997,Small,Tier 1,Supermarket Type1,2199,Food,28
FDQ26,13,Regular,0.068256316,Dairy,60,OUT017,2007,Medium,Tier 2,Supermarket Type1,533,Food,18
NCK17,12,Low Fat,0.06613202877895108,Health and Hygiene,40,OUT019,1985,Small,Tier 1,Grocery Store,79,Non-Consumable,40
FDO46,12,Regular,0.014143673,Snack Foods,187,OUT027,1985,Medium,Tier 3,Supermarket Type3,2836,Food,40
FDW50,13,Low Fat,0.075563757,Dairy,168,OUT035,2004,Small,Tier 2,Supermarket Type1,2005,Food,21
FDD29,12,Low Fat,0.018439138,Frozen Foods,254,OUT049,1999,Medium,Tier 1,Supermarket Type1,5073,Food,26
FDU26,12,Regular,0.074620291,Dairy,120,OUT019,1985,Small,Tier 1,Grocery Store,357,Food,40
FDX04,12,Regular,0.041370245,Frozen Foods,46,OUT027,1985,Medium,Tier 3,Supermarket Type3,814,Food,40
FDH31,12,Regular,0.020312314,Meat,98,OUT027,1985,Medium,Tier 3,Supermarket Type3,2777,Food,40
FDJ45,12,Low Fat,0.128532558,Seafood,34,OUT019,1985,Small,Tier 1,Grocery Store,173,Food,40
FDX55,15,Low Fat,0.055195461,Fruits and Vegetables,216,OUT035,2004,Small,Tier 2,Supermarket Type1,5007,Food,21
FDR02,16,Low Fat,0.022065676,Dairy,110,OUT046,1997,Small,Tier 1,Supermarket Type1,1556,Food,28
NCP55,14,Low Fat,0.011212719,Others,55,OUT045,2002,Medium,Tier 2,Supermarket Type1,1049,Non-Consumable,23
FDT28,13,Low Fat,0.063925726,Frozen Foods,151,OUT017,2007,Medium,Tier 2,Supermarket Type1,1655,Food,18
NCJ06,20,Low Fat,0.034848629,Household,118,OUT017,2007,Medium,Tier 2,Supermarket Type1,2502,Non-Consumable,18
FDF08,14,Regular,0.06613202877895108,Fruits and Vegetables,89,OUT018,2009,Medium,Tier 3,Supermarket Type2,1406,Food,16
FDT21,7,Low Fat,0.02050719,Snack Foods,249,OUT017,2007,Medium,Tier 2,Supermarket Type1,7719,Food,18
FDK22,12,Low Fat,0.025960174,Snack Foods,214,OUT027,1985,Medium,Tier 3,Supermarket Type3,4976,Food,40
DRJ11,9,Low Fat,0.085020342,Hard Drinks,188,OUT013,1987,High,Tier 3,Supermarket Type1,1701,Drinks,38
FDH27,7,Low Fat,0.097660814,Dairy,141,OUT010,1998,Medium,Tier 3,Grocery Store,143,Food,27
FDU52,12,Low Fat,0.111654545,Frozen Foods,157,OUT019,1985,Small,Tier 1,Grocery Store,312,Food,40
FDK50,7,Low Fat,0.06613202877895108,Canned,160,OUT017,2007,Medium,Tier 2,Supermarket Type1,3235,Food,18
DRJ01,6,Low Fat,0.115265695,Soft Drinks,160,OUT045,2002,Medium,Tier 2,Supermarket Type1,2094,Drinks,23
FDC21,14,Regular,0.043133816,Fruits and Vegetables,109,OUT018,2009,Medium,Tier 3,Supermarket Type2,651,Food,16
FDX39,14,Regular,0.049676157,Meat,212,OUT046,1997,Small,Tier 1,Supermarket Type1,3799,Food,28
NCY54,12,Low Fat,0.176834351,Household,172,OUT027,1985,Medium,Tier 3,Supermarket Type3,5000,Non-Consumable,40
FDD58,12,Low Fat,0.103918113,Snack Foods,100,OUT019,1985,Small,Tier 1,Grocery Store,399,Food,40
FDW12,8,Regular,0.035644325,Baking Goods,147,OUT045,2002,Medium,Tier 2,Supermarket Type1,870,Food,23
DRE01,10,Low Fat,0.279783532,Soft Drinks,241,OUT010,1998,Medium,Tier 3,Grocery Store,484,Drinks,27
FDT16,9,Regular,0.048738014,Frozen Foods,262,OUT049,1999,Medium,Tier 1,Supermarket Type1,3904,Food,26
FDC16,11,Regular,0.020686161,Dairy,85,OUT017,2007,Medium,Tier 2,Supermarket Type1,1731,Food,18
FDK52,18,Low Fat,0.079342006,Frozen Foods,226,OUT049,1999,Medium,Tier 1,Supermarket Type1,1805,Food,26
FDS23,4,Low Fat,0.140889111,Breads,127,OUT046,1997,Small,Tier 1,Supermarket Type1,1927,Food,28
FDI41,18,Regular,0.062245149,Frozen Foods,145,OUT035,2004,Small,Tier 2,Supermarket Type1,5591,Food,21
FDG33,5,Regular,0.140811559,Seafood,173,OUT018,2009,Medium,Tier 3,Supermarket Type2,2061,Food,16
NCM31,6,Low Fat,0.08152738,Others,140,OUT018,2009,Medium,Tier 3,Supermarket Type2,1843,Non-Consumable,16
NCY53,12,Low Fat,0.058198141,Health and Hygiene,110,OUT027,1985,Medium,Tier 3,Supermarket Type3,4250,Non-Consumable,40
FDY55,16,Low Fat,0.081446638,Fruits and Vegetables,257,OUT049,1999,Medium,Tier 1,Supermarket Type1,6424,Food,26
FDQ21,21,Low Fat,0.019462623,Snack Foods,120,OUT045,2002,Medium,Tier 2,Supermarket Type1,1575,Food,23
NCD18,12,Low Fat,0.072317217,Household,230,OUT027,1985,Medium,Tier 3,Supermarket Type3,8062,Non-Consumable,40
FDV09,12,Low Fat,0.020684919,Snack Foods,148,OUT017,2007,Medium,Tier 2,Supermarket Type1,1336,Food,18
FDI19,15,Low Fat,0.087604871,Meat,242,OUT010,1998,Medium,Tier 3,Grocery Store,484,Food,27
FDY47,8,Regular,0.06613202877895108,Breads,131,OUT049,1999,Medium,Tier 1,Supermarket Type1,2466,Food,26
DRH37,17,Low Fat,0.041681059,Soft Drinks,164,OUT049,1999,Medium,Tier 1,Supermarket Type1,1315,Drinks,26
NCL19,15,Low Fat,0.015676231,Others,144,OUT046,1997,Small,Tier 1,Supermarket Type1,286,Non-Consumable,28
DRI11,8,Low Fat,0.034397781,Hard Drinks,115,OUT035,2004,Small,Tier 2,Supermarket Type1,2073,Drinks,21
NCC19,6,Low Fat,0.096880574,Household,191,OUT046,1997,Small,Tier 1,Supermarket Type1,5020,Non-Consumable,28
FDS01,11,Low Fat,0.017817285,Canned,177,OUT018,2009,Medium,Tier 3,Supermarket Type2,1422,Food,16
FDX31,20,Regular,0.014909465,Fruits and Vegetables,232,OUT017,2007,Medium,Tier 2,Supermarket Type1,6076,Food,18
NCL55,12,Low Fat,0.06613202877895108,Others,254,OUT046,1997,Small,Tier 1,Supermarket Type1,4048,Non-Consumable,28
FDW16,17,Regular,0.041439718,Frozen Foods,93,OUT013,1987,High,Tier 3,Supermarket Type1,2848,Food,38
FDT49,7,Low Fat,0.151405587,Canned,107,OUT046,1997,Small,Tier 1,Supermarket Type1,2024,Food,28
FDW13,8,Low Fat,0.097803261,Canned,50,OUT013,1987,High,Tier 3,Supermarket Type1,882,Food,38
NCG30,12,Low Fat,0.196659953,Household,125,OUT019,1985,Small,Tier 1,Grocery Store,249,Non-Consumable,40
FDC14,14,Regular,0.041313203,Canned,42,OUT049,1999,Medium,Tier 1,Supermarket Type1,377,Food,26
FDS15,9,Regular,0.130657442,Meat,106,OUT010,1998,Medium,Tier 3,Grocery Store,215,Food,27
FDS32,17,Regular,0.029700018,Fruits and Vegetables,140,OUT049,1999,Medium,Tier 1,Supermarket Type1,1404,Food,26
FDE09,8,Low Fat,0.06613202877895108,Fruits and Vegetables,111,OUT049,1999,Medium,Tier 1,Supermarket Type1,1436,Food,26
FDM12,16,Regular,0.070312473,Baking Goods,189,OUT017,2007,Medium,Tier 2,Supermarket Type1,2826,Food,18
FDT57,15,Low Fat,0.019064377,Snack Foods,238,OUT049,1999,Medium,Tier 1,Supermarket Type1,3555,Food,26
FDM32,20,Low Fat,0.020605032,Fruits and Vegetables,91,OUT046,1997,Small,Tier 1,Supermarket Type1,539,Food,28
NCS38,12,Low Fat,0.06613202877895108,Household,115,OUT027,1985,Medium,Tier 3,Supermarket Type3,1030,Non-Consumable,40
NCW30,5,Low Fat,0.011072173,Household,257,OUT017,2007,Medium,Tier 2,Supermarket Type1,4402,Non-Consumable,18
FDD21,10,Regular,0.06613202877895108,Fruits and Vegetables,115,OUT017,2007,Medium,Tier 2,Supermarket Type1,1717,Food,18
FDH35,18,Low Fat,0.060342304,Starchy Foods,165,OUT049,1999,Medium,Tier 1,Supermarket Type1,1644,Food,26
NCX17,21,Low Fat,0.113833823,Health and Hygiene,232,OUT045,2002,Medium,Tier 2,Supermarket Type1,1398,Non-Consumable,23
NCI29,8,Low Fat,0.032615377,Health and Hygiene,142,OUT035,2004,Small,Tier 2,Supermarket Type1,992,Non-Consumable,21
FDL24,10,Regular,0.024935297,Baking Goods,172,OUT049,1999,Medium,Tier 1,Supermarket Type1,3966,Food,26
FDI46,9,Low Fat,0.074345268,Snack Foods,251,OUT046,1997,Small,Tier 1,Supermarket Type1,3523,Food,28
DRQ35,9,Low Fat,0.042283454,Hard Drinks,125,OUT035,2004,Small,Tier 2,Supermarket Type1,3715,Drinks,21
FDM04,9,Regular,0.047387144,Frozen Foods,50,OUT017,2007,Medium,Tier 2,Supermarket Type1,871,Food,18
NCJ17,7,Low Fat,0.152865879,Health and Hygiene,84,OUT045,2002,Medium,Tier 2,Supermarket Type1,1619,Non-Consumable,23
NCJ18,12,Low Fat,0.163148041,Household,116,OUT027,1985,Medium,Tier 3,Supermarket Type3,3199,Non-Consumable,40
DRF13,12,Low Fat,0.02984176,Soft Drinks,144,OUT045,2002,Medium,Tier 2,Supermarket Type1,3628,Drinks,23
FDB39,11,Low Fat,0.038511676,Dairy,57,OUT035,2004,Small,Tier 2,Supermarket Type1,503,Food,21
FDT52,9,Regular,0.047622786,Frozen Foods,246,OUT018,2009,Medium,Tier 3,Supermarket Type2,3675,Food,16
FDT60,12,Low Fat,0.07554831,Baking Goods,121,OUT046,1997,Small,Tier 1,Supermarket Type1,3219,Food,28
FDM34,19,Low Fat,0.067447572,Snack Foods,132,OUT046,1997,Small,Tier 1,Supermarket Type1,1967,Food,28
FDY27,6,Low Fat,0.03187163,Dairy,179,OUT013,1987,High,Tier 3,Supermarket Type1,4103,Food,38
FDP08,20,Regular,0.112638016,Fruits and Vegetables,195,OUT045,2002,Medium,Tier 2,Supermarket Type1,3874,Food,23
FDP59,12,Regular,0.056192276,Breads,103,OUT027,1985,Medium,Tier 3,Supermarket Type3,1973,Food,40
FDQ11,5,Regular,0.06797671,Breads,257,OUT018,2009,Medium,Tier 3,Supermarket Type2,3083,Food,16
FDV01,19,Regular,0.142189843,Canned,153,OUT010,1998,Medium,Tier 3,Grocery Store,155,Food,27
FDX31,20,Regular,0.014813268,Fruits and Vegetables,234,OUT013,1987,High,Tier 3,Supermarket Type1,5842,Food,38
NCX54,9,Low Fat,0.080442371,Household,107,OUT010,1998,Medium,Tier 3,Grocery Store,105,Non-Consumable,27
DRC12,17,Low Fat,0.03781972,Soft Drinks,191,OUT035,2004,Small,Tier 2,Supermarket Type1,2475,Drinks,21
FDU11,12,Low Fat,0.092145264,Breads,120,OUT027,1985,Medium,Tier 3,Supermarket Type3,3735,Food,40
NCB30,14,Low Fat,0.025702994,Household,199,OUT046,1997,Small,Tier 1,Supermarket Type1,2380,Non-Consumable,28
FDS27,10,Regular,0.012483408,Meat,195,OUT045,2002,Medium,Tier 2,Supermarket Type1,2749,Food,23
FDX16,17,Low Fat,0.06613202877895108,Frozen Foods,148,OUT018,2009,Medium,Tier 3,Supermarket Type2,898,Food,16
NCL53,7,Low Fat,0.036204764,Health and Hygiene,176,OUT013,1987,High,Tier 3,Supermarket Type1,1948,Non-Consumable,38
NCZ30,6,Low Fat,0.026238087,Household,121,OUT045,2002,Medium,Tier 2,Supermarket Type1,2410,Non-Consumable,23
FDB15,10,Low Fat,0.137584599,Dairy,262,OUT017,2007,Medium,Tier 2,Supermarket Type1,3954,Food,18
FDY51,12,Low Fat,0.080741927,Meat,220,OUT027,1985,Medium,Tier 3,Supermarket Type3,6170,Food,40
NCT18,14,Low Fat,0.059741172,Household,179,OUT017,2007,Medium,Tier 2,Supermarket Type1,5070,Non-Consumable,18
FDL32,12,Regular,0.214423791,Fruits and Vegetables,111,OUT019,1985,Small,Tier 1,Grocery Store,335,Food,40
FDK46,9,Low Fat,0.051677051,Snack Foods,258,OUT018,2009,Medium,Tier 3,Supermarket Type2,2856,Food,16
FDI22,12,Low Fat,0.168455549,Snack Foods,211,OUT019,1985,Small,Tier 1,Grocery Store,418,Food,40
FDF21,10,Regular,0.06613202877895108,Fruits and Vegetables,189,OUT045,2002,Medium,Tier 2,Supermarket Type1,5313,Food,23
FDR34,17,Regular,0.016055615,Snack Foods,228,OUT017,2007,Medium,Tier 2,Supermarket Type1,8245,Food,18
FDJ50,8,Low Fat,0.021619564,Canned,50,OUT049,1999,Medium,Tier 1,Supermarket Type1,736,Food,26
FDC34,16,Regular,0.173027688,Snack Foods,155,OUT049,1999,Medium,Tier 1,Supermarket Type1,3583,Food,26
FDW51,6,Regular,0.095045476,Meat,213,OUT018,2009,Medium,Tier 3,Supermarket Type2,2556,Food,16
FDR28,13,Regular,0.025891588,Frozen Foods,165,OUT035,2004,Small,Tier 2,Supermarket Type1,2936,Food,21
FDV60,12,Regular,0.205484395,Baking Goods,198,OUT019,1985,Small,Tier 1,Grocery Store,392,Food,40
FDI45,13,Low Fat,0.037793818,Fruits and Vegetables,173,OUT017,2007,Medium,Tier 2,Supermarket Type1,2801,Food,18
NCB30,12,Low Fat,0.045002624,Household,196,OUT019,1985,Small,Tier 1,Grocery Store,198,Non-Consumable,40
DRO59,11,Low Fat,0.054460571,Hard Drinks,77,OUT017,2007,Medium,Tier 2,Supermarket Type1,2277,Drinks,18
FDU12,15,Regular,0.075736746,Baking Goods,265,OUT035,2004,Small,Tier 2,Supermarket Type1,4482,Food,21
NCX18,14,Low Fat,0.014719325,Household,196,OUT010,1998,Medium,Tier 3,Grocery Store,392,Non-Consumable,27
NCH30,12,Low Fat,0.066828857,Household,114,OUT027,1985,Medium,Tier 3,Supermarket Type3,1924,Non-Consumable,40
FDE11,12,Regular,0.23653561,Starchy Foods,184,OUT019,1985,Small,Tier 1,Grocery Store,185,Food,40
FDE32,20,Low Fat,0.04903471,Fruits and Vegetables,39,OUT017,2007,Medium,Tier 2,Supermarket Type1,872,Food,18
FDP25,15,Low Fat,0.035497039,Canned,216,OUT010,1998,Medium,Tier 3,Grocery Store,436,Food,27
NCM29,11,Low Fat,0.017638893,Health and Hygiene,132,OUT035,2004,Small,Tier 2,Supermarket Type1,2885,Non-Consumable,21
FDQ21,21,Low Fat,0.01945343,Snack Foods,120,OUT049,1999,Medium,Tier 1,Supermarket Type1,1454,Food,26
FDN24,14,Low Fat,0.11326743,Baking Goods,54,OUT046,1997,Small,Tier 1,Supermarket Type1,1037,Food,28
DRY23,9,Regular,0.109713464,Soft Drinks,41,OUT017,2007,Medium,Tier 2,Supermarket Type1,255,Drinks,18
FDW04,12,Regular,0.06613202877895108,Frozen Foods,130,OUT027,1985,Medium,Tier 3,Supermarket Type3,5582,Food,40
FDM01,7,Regular,0.094952408,Breakfast,101,OUT018,2009,Medium,Tier 3,Supermarket Type2,1332,Food,16
NCW29,14,Low Fat,0.029026218,Health and Hygiene,131,OUT017,2007,Medium,Tier 2,Supermarket Type1,3635,Non-Consumable,18
FDG33,5,Regular,0.140123575,Seafood,172,OUT013,1987,High,Tier 3,Supermarket Type1,2748,Food,38
FDV51,16,Low Fat,0.03272295,Meat,165,OUT017,2007,Medium,Tier 2,Supermarket Type1,1823,Food,18
NCQ18,15,Low Fat,0.135836828,Household,100,OUT017,2007,Medium,Tier 2,Supermarket Type1,1298,Non-Consumable,18
NCL53,7,Low Fat,0.036382524,Health and Hygiene,177,OUT018,2009,Medium,Tier 3,Supermarket Type2,1416,Non-Consumable,16
FDQ39,14,Low Fat,0.06613202877895108,Meat,189,OUT013,1987,High,Tier 3,Supermarket Type1,4777,Food,38
FDF46,7,Low Fat,0.094201018,Snack Foods,115,OUT017,2007,Medium,Tier 2,Supermarket Type1,1036,Food,18
NCA06,20,Low Fat,0.143506376,Household,34,OUT049,1999,Medium,Tier 1,Supermarket Type1,768,Non-Consumable,26
FDV26,12,Regular,0.133347119,Dairy,193,OUT019,1985,Small,Tier 1,Grocery Store,975,Food,40
FDJ04,18,Low Fat,0.124428516,Frozen Foods,119,OUT035,2004,Small,Tier 2,Supermarket Type1,948,Food,21
FDE28,9,Regular,0.221856492,Frozen Foods,231,OUT010,1998,Medium,Tier 3,Grocery Store,230,Food,27
NCZ29,15,Low Fat,0.071312064,Health and Hygiene,125,OUT013,1987,High,Tier 3,Supermarket Type1,3020,Non-Consumable,38
FDW43,20,Regular,0.022425236,Fruits and Vegetables,226,OUT046,1997,Small,Tier 1,Supermarket Type1,910,Food,28
FDZ49,11,Regular,0.133352623,Canned,219,OUT049,1999,Medium,Tier 1,Supermarket Type1,2644,Food,26
NCJ05,18,Low Fat,0.046079558,Health and Hygiene,151,OUT035,2004,Small,Tier 2,Supermarket Type1,1982,Non-Consumable,21
NCP29,12,Low Fat,0.06613202877895108,Health and Hygiene,64,OUT027,1985,Medium,Tier 3,Supermarket Type3,1278,Non-Consumable,40
FDS16,15,Regular,0.066446521,Frozen Foods,147,OUT018,2009,Medium,Tier 3,Supermarket Type2,732,Food,16
FDZ45,14,Low Fat,0.066979957,Snack Foods,196,OUT049,1999,Medium,Tier 1,Supermarket Type1,3174,Food,26
NCP29,8,Low Fat,0.187918654,Health and Hygiene,65,OUT010,1998,Medium,Tier 3,Grocery Store,127,Non-Consumable,27
FDZ58,12,Low Fat,0.051924192,Snack Foods,121,OUT027,1985,Medium,Tier 3,Supermarket Type3,2940,Food,40
FDV55,12,Low Fat,0.054806734,Fruits and Vegetables,145,OUT027,1985,Medium,Tier 3,Supermarket Type3,3918,Food,40
NCV53,8,Low Fat,0.018813601,Health and Hygiene,237,OUT046,1997,Small,Tier 1,Supermarket Type1,7190,Non-Consumable,28
FDV47,12,Low Fat,0.094910421,Breads,84,OUT019,1985,Small,Tier 1,Grocery Store,253,Food,40
FDD45,8,Low Fat,0.116722514,Fruits and Vegetables,95,OUT018,2009,Medium,Tier 3,Supermarket Type2,567,Food,16
FDP26,12,Low Fat,0.244338986,Dairy,105,OUT019,1985,Small,Tier 1,Grocery Store,209,Food,40
DRD37,9,Low Fat,0.013863257,Soft Drinks,45,OUT049,1999,Medium,Tier 1,Supermarket Type1,1398,Drinks,26
FDT09,12,Regular,0.021471456,Snack Foods,131,OUT019,1985,Small,Tier 1,Grocery Store,131,Food,40
FDM03,12,Low Fat,0.06613202877895108,Meat,109,OUT027,1985,Medium,Tier 3,Supermarket Type3,2036,Food,40
FDW09,13,Regular,0.026067434,Snack Foods,78,OUT017,2007,Medium,Tier 2,Supermarket Type1,713,Food,18
FDX10,6,Regular,0.123710526,Snack Foods,37,OUT046,1997,Small,Tier 1,Supermarket Type1,247,Food,28
FDZ60,20,Low Fat,0.119547387,Baking Goods,108,OUT049,1999,Medium,Tier 1,Supermarket Type1,539,Food,26
FDM58,16,Regular,0.079690403,Snack Foods,113,OUT046,1997,Small,Tier 1,Supermarket Type1,2908,Food,28
FDV32,7,Low Fat,0.088691614,Fruits and Vegetables,61,OUT035,2004,Small,Tier 2,Supermarket Type1,1454,Food,21
FDU07,12,Low Fat,0.104784329,Fruits and Vegetables,150,OUT019,1985,Small,Tier 1,Grocery Store,151,Food,40
FDS51,12,Low Fat,0.032024659,Meat,62,OUT027,1985,Medium,Tier 3,Supermarket Type3,1857,Food,40
NCT17,10,Low Fat,0.041950753,Health and Hygiene,190,OUT045,2002,Medium,Tier 2,Supermarket Type1,2449,Non-Consumable,23
FDA01,15,Regular,0.091018048,Canned,60,OUT010,1998,Medium,Tier 3,Grocery Store,117,Food,27
FDW25,5,Low Fat,0.037398953,Canned,84,OUT046,1997,Small,Tier 1,Supermarket Type1,852,Food,28
FDS01,11,Low Fat,0.017845372,Canned,179,OUT017,2007,Medium,Tier 2,Supermarket Type1,5688,Food,18
NCV18,6,Low Fat,0.105459307,Household,84,OUT045,2002,Medium,Tier 2,Supermarket Type1,2496,Non-Consumable,23
FDZ04,9,Low Fat,0.038032068,Frozen Foods,61,OUT045,2002,Medium,Tier 2,Supermarket Type1,822,Food,23
DRN59,15,Low Fat,0.064504433,Hard Drinks,47,OUT017,2007,Medium,Tier 2,Supermarket Type1,652,Drinks,18
FDD36,13,Low Fat,0.021306635,Baking Goods,119,OUT049,1999,Medium,Tier 1,Supermarket Type1,1896,Food,26
FDT56,16,Regular,0.116063284,Fruits and Vegetables,59,OUT018,2009,Medium,Tier 3,Supermarket Type2,753,Food,16
FDP09,12,Low Fat,0.059336763,Snack Foods,212,OUT019,1985,Small,Tier 1,Grocery Store,424,Food,40
FDA33,6,Low Fat,0.034091649,Snack Foods,146,OUT017,2007,Medium,Tier 2,Supermarket Type1,2364,Food,18
FDH14,12,Regular,0.081955735,Canned,142,OUT019,1985,Small,Tier 1,Grocery Store,280,Food,40
NCF18,12,Low Fat,0.088551694,Household,191,OUT027,1985,Medium,Tier 3,Supermarket Type3,5944,Non-Consumable,40
FDF59,12,Low Fat,0.071230537,Starchy Foods,128,OUT035,2004,Small,Tier 2,Supermarket Type1,885,Food,21
FDC29,8,Regular,0.024185517,Frozen Foods,115,OUT013,1987,High,Tier 3,Supermarket Type1,1374,Food,38
FDD32,17,Regular,0.041163522,Fruits and Vegetables,80,OUT017,2007,Medium,Tier 2,Supermarket Type1,1868,Food,18
FDZ08,12,Regular,0.06613202877895108,Fruits and Vegetables,80,OUT010,1998,Medium,Tier 3,Grocery Store,82,Food,27
FDT21,12,Low Fat,0.06613202877895108,Snack Foods,248,OUT027,1985,Medium,Tier 3,Supermarket Type3,6474,Food,40
FDM33,15,Low Fat,0.087719692,Snack Foods,218,OUT046,1997,Small,Tier 1,Supermarket Type1,4407,Food,28
NCK07,10,Low Fat,0.048677482,Others,166,OUT035,2004,Small,Tier 2,Supermarket Type1,2466,Non-Consumable,21
NCL41,12,Low Fat,0.041907648,Health and Hygiene,36,OUT018,2009,Medium,Tier 3,Supermarket Type2,346,Non-Consumable,16
FDZ36,6,Regular,0.065783783,Baking Goods,188,OUT046,1997,Small,Tier 1,Supermarket Type1,5779,Food,28
FDW51,6,Regular,0.094807042,Meat,213,OUT049,1999,Medium,Tier 1,Supermarket Type1,3835,Food,26
FDS47,16,Low Fat,0.128778474,Breads,89,OUT013,1987,High,Tier 3,Supermarket Type1,1581,Food,38
FDV02,16,Low Fat,0.060668416,Dairy,172,OUT045,2002,Medium,Tier 2,Supermarket Type1,2908,Food,23
NCU18,15,Low Fat,0.056067524,Household,139,OUT018,2009,Medium,Tier 3,Supermarket Type2,1270,Non-Consumable,16
NCX17,21,Low Fat,0.114066204,Health and Hygiene,233,OUT018,2009,Medium,Tier 3,Supermarket Type2,5592,Non-Consumable,16
FDI12,9,Regular,0.10039894,Baking Goods,89,OUT046,1997,Small,Tier 1,Supermarket Type1,878,Food,28
DRH51,17,Low Fat,0.097135675,Dairy,89,OUT013,1987,High,Tier 3,Supermarket Type1,1318,Drinks,38
NCP30,12,Low Fat,0.032610007,Household,37,OUT027,1985,Medium,Tier 3,Supermarket Type3,942,Non-Consumable,40
